housing_median_age,median_income,median_house_value,percentage_total_bedrooms,percentage_households,ocean_proximity_<1H OCEAN,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY
1.0,0.21346609012289486,0.37007478319677034,0.07653412486437748,0.18120415144046909,0,0,0,1
1.0,0.1526877560309513,0.3386398612789226,0.10121977249087256,0.24523390780080775,0,0,0,1
1.0,0.11909649522075556,0.29659055014206126,0.08618076222837977,0.20398545481829242,0,0,0,1
0.9805882352941178,0.06361629494765589,0.28556791518385494,0.11481088726847839,0.22824593591268932,0,0,0,1
0.9417647058823531,0.04585116067364588,0.22188157986977375,0.09742433126759577,0.2274466168788531,0,0,0,1
1.0,0.24653163404642697,0.36476758858726355,0.07232263357209778,0.17970156235323584,0,0,0,1
1.0,0.18154756486117435,0.35578618232502135,0.07334960940576661,0.17459060911916355,0,0,0,1
1.0,0.1586276741010469,0.3514996020634967,0.08688096107722859,0.19845646462164515,0,0,0,1
0.9611764705882354,0.11419435593991807,0.2702586999641239,0.09845863311598203,0.23178246678564343,0,0,0,1
0.8252941176470588,0.09431269913518434,0.26005255648430314,0.10684344574178693,0.21578692755707077,0,0,0,1
0.7670588235294118,0.04077150659990897,0.3621139912825102,0.10779128679926588,0.22014288656019765,0,0,0,1
0.7670588235294118,0.09705735093309058,0.20902183908519967,0.1375907963621562,0.31763073613436077,0,0,0,1
0.3982352941176471,0.038805188893946296,0.3302708236254696,0.1763645170585953,0.41601481168203447,0,0,0,1
0.8252941176470588,0.07858898497951752,0.17085086247067022,0.08350279480014505,0.18767285153886426,0,0,0,1
0.7864705882352941,0.051709148839326355,0.17840340864573756,0.09085918138224705,0.19243671346630095,0,0,0,1
1.0,0.06104233045061448,0.19207964090869728,0.09616163268414771,0.21086332083955284,0,0,0,1
1.0,0.08577833409194356,0.15799112168609614,0.06814003009479516,0.17188472597202517,0,0,0,1
1.0,0.0722257624032772,0.14900971542385394,0.08813098494456795,0.20024968603344567,0,0,0,1
1.0,0.07867091488393264,0.15799112168609614,0.07942631432298718,0.18036507401452515,0,0,0,1
1.0,0.03166363222576241,0.15350041855497504,0.0767093628440983,0.14215625173541124,0,0,0,1
1.0,0.058966772872098325,0.14329427507515433,0.08412183252318992,0.18876669546013866,0,0,0,1
0.029411764705882353,0.15082385070550752,0.10185733254708228,0.0934615036997821,0.30807977657964286,0,0,0,1
1.0,0.2075193445607647,0.13390462307371928,0.06365447205453167,0.14463971840388534,0,0,0,1
0.9417647058823531,0.3935958124715521,0.1324757629865444,0.07309801817395067,0.14763560050234648,0,0,0,1
0.9611764705882354,0.03739189804278562,0.15513340151174634,0.08559417180202629,0.13933984705219324,0,0,0,1
1.0,0.05718479745106965,0.13472111455210495,0.06557324454961412,0.11353217841270952,0,0,0,1
0.9223529411764707,0.15296085571233498,0.12941391994259818,0.07487092784200716,0.1394255543629137,0,0,0,1
1.0,0.055525716886663634,0.13941594055282247,0.07029794206135426,0.16008939604549388,0,0,0,1
0.9223529411764707,0.03087164314974966,0.1516633127286073,0.08321427493634287,0.1963516653685521,0,0,0,1
1.0,0.15402594446973145,0.14533550377111848,0.08118500777141589,0.1246841785764142,0,0,0,1
1.0,0.10228720983158852,0.1528880499461858,0.06448362886758864,0.12487066993090193,0,0,0,1
0.8835294117647059,0.042792444242148384,0.2431103583078008,0.07846193206710461,0.1878888350616685,0,0,0,1
0.4952941176470589,0.09684569868001822,0.14778497820627545,0.06709657597099329,0.14341713800379238,0,0,0,1
0.8835294117647059,0.025614474283113343,0.17370858264502004,0.1096192845049209,0.25372215417993493,0,0,0,1
0.9417647058823531,0.09535047792444243,0.1324757629865444,0.08264858308201345,0.1558305327735973,0,0,0,1
0.8835294117647059,0.010000000000000002,0.11716654776681334,0.11519032513167907,0.49564656454491374,0,0,0,1
0.3788235294117647,0.1453959945380064,0.26005255648430314,0.06528447616383341,0.1382907664741902,0,0,0,1
0.3205882352941177,0.03896222121074193,0.3417017043228688,0.12945007241096204,0.3031341826500663,0,0,0,1
0.6894117647058824,0.1428971324533455,0.1877930606471726,0.06530140778258695,0.15126233251279897,0,0,0,1
0.3594117647058824,0.05172963131543014,0.20044867856215026,0.06830727196987615,0.148587209649048,0,0,0,1
0.4370588235294118,0.03066681838871188,0.20902183908519967,0.07292464370045,0.1610146181236779,0,0,0,1
0.7282352941176471,0.11319754210286755,0.2473969385693255,0.08819032560287302,0.1950281721928259,0,0,0,1
0.3205882352941177,0.07828174783796087,0.3110832738834067,0.10788737820618033,0.2676386823319452,0,0,0,1
1.0,0.055525716886663634,0.20902183908519967,0.09151340246795685,0.22878613920285543,0,0,0,1
1.0,0.07970186618115611,0.20902183908519967,0.09812901321223216,0.21969801326241378,0,0,0,1
1.0,0.031001365498406923,0.26005255648430314,0.14770008941088314,0.3424583465615396,0,0,0,1
0.67,0.09936504324078288,0.22188157986977375,0.06573852463149973,0.154292789290582,0,0,0,1
1.0,0.14029585798816568,0.17983226873291244,0.0625068749614304,0.12943345956982114,0,0,0,1
0.7670588235294118,0.04257396449704143,0.22188157986977375,0.17882205479043253,0.3679621505056514,0,0,0,1
0.1847058823529412,0.027758306781975425,0.3110832738834067,0.13805546758978793,0.3218863176680547,0,0,0,1
0.1847058823529412,0.04224624487938097,0.26005255648430314,0.1388672477954013,0.3170707911957168,0,0,0,1
1.0,0.06076240327719619,1.0,0.10805872191971455,0.29173609369064596,0,0,0,1
0.3011764705882353,0.11882339553937186,0.3110832738834067,0.13686638109142474,0.3109666027096547,0,0,0,1
1.0,0.035050068274920354,0.26005255648430314,0.14051912612077724,0.34898765269842147,0,0,0,1
1.0,0.027075557578516166,0.3110832738834067,0.11149080596547248,0.30252388831052945,0,0,0,1
0.5147058823529412,0.15580109239872553,0.3621139912825102,0.11361934448100557,0.2452943421175051,0,0,0,1
0.7476470588235294,0.10202093764223942,0.3451717931060078,0.125820780205187,0.23353614830822272,0,0,0,1
0.6894117647058824,0.11307464724624487,0.2447433412645721,0.16188660158049134,0.37141602708357585,0,0,0,1
0.5923529411764706,0.16939462903959945,0.35456144510744286,0.09965814022499446,0.22042497705114605,0,0,0,1
0.5535294117647059,0.11284251251706874,0.2345371977847514,0.11024290845567743,0.23297876175339835,0,0,0,1
0.4176470588235294,0.05906235776058261,0.32639248910313773,0.11930581413352107,0.2901551109130677,0,0,0,1
0.7088235294117647,0.1540942193900774,0.3735448719799094,0.10287285091355768,0.2313841110954462,0,0,0,1
0.5535294117647059,0.14595584888484298,0.5056123686087892,0.10466385822577164,0.23030650516383838,0,0,0,1
0.5341176470588236,0.1955575785161584,0.5374555362658299,0.09486144819770467,0.22134499240052596,0,0,0,1
0.7476470588235294,0.189228493400091,0.4641754260807172,0.09744649550078653,0.229049282725934,0,0,0,1
1.0,0.15198452435138826,0.693813654376683,0.11233371265252928,0.24377646716198922,0,0,0,1
0.6505882352941177,0.16981110605370958,0.6646240840243958,0.11258913025549089,0.2608527390046013,0,0,0,1
1.0,0.3125056895766955,0.6191046841043955,0.049761055742864164,0.1403259710032488,0,0,0,1
1.0,0.19931269913518435,0.5274535156556056,0.08129936969002337,0.19373531802216631,0,0,0,1
1.0,0.19223941738734635,0.5088783345223319,0.08973561305293334,0.20635203123445534,0,0,0,1
1.0,0.24214155666818388,0.5421503622665473,0.07342752560417133,0.17788257056535853,0,0,0,1
0.5341176470588236,0.24257168866636325,0.4386600673811655,0.08780257521200038,0.20659652416250512,0,0,0,1
1.0,0.3235047792444243,0.5152061434798207,0.06888398410747515,0.15378589251816402,0,0,0,1
0.611764705882353,0.15631315430131998,0.42539208085739855,0.09918400434956179,0.2301725995243739,0,0,0,1
0.4952941176470589,0.18228493400091034,0.4998969282600897,0.10409643992298881,0.2631135408009431,0,0,0,1
1.0,0.1908261265361857,0.4368229615547977,0.08036252853668363,0.18813993406702356,0,0,0,1
0.67,0.21293354574419665,0.4756063067781164,0.09104368050562633,0.22453685256576453,0,0,0,1
1.0,0.19045061447428313,0.45213217677452877,0.07650012312450202,0.19579783758038954,0,0,0,1
0.5341176470588236,0.14132680928538915,0.42539208085739855,0.12056501486418471,0.28278581528603114,0,0,0,1
1.0,0.18681838871187983,0.45723524851443914,0.09046800134795956,0.21262903268170583,0,0,0,1
0.9611764705882354,0.375933090578061,0.6480901315870863,0.053150197754371124,0.12904506571516763,0,0,0,1
0.9029411764705882,0.3368252162039145,0.688914705506369,0.04758991443982332,0.13279158918341633,0,0,0,1
0.7864705882352941,0.3825147928994083,0.7266774363817057,0.052781045284367764,0.1270668662545586,0,0,0,1
0.7088235294117647,0.3148065543923532,0.6631952239372209,0.05422579372209489,0.12264751431105664,0,0,0,1
1.0,0.4089644970414201,0.7419866516014367,0.048937221892299196,0.12535264351576442,0,0,0,1
1.0,0.3293491124260355,0.7744421878672666,0.054572304086983596,0.1365943017563828,0,0,0,1
1.0,0.4698657259899864,0.7777081537808092,0.04643478975482873,0.12246784449295021,0,0,0,1
0.5341176470588236,0.3484456076467911,0.6678900499379384,0.06720503548882233,0.15644242519814744,0,0,0,1
0.9611764705882354,0.48793126991351843,0.5819543218378481,0.054041748030822345,0.14159530355805489,0,0,0,1
0.8447058823529412,0.38684342284934004,0.5760347586195521,0.05872943916518024,0.15099560326171557,0,0,0,1
0.7670588235294118,0.49164542558033686,0.8193492191784776,0.04476677936070002,0.11448773854806588,0,0,0,1
0.5729411764705883,0.39006599908966777,0.6152263495820636,0.052383834212307356,0.13479516456977456,0,0,0,1
0.6505882352941177,0.4575352753755121,0.6446200428039472,0.054088589225299126,0.14164804113197924,0,0,0,1
0.34,0.7679745106964041,0.7807699968247553,0.042929587132007334,0.1051667799779043,0,0,0,1
0.67,0.48712562585343655,0.6311479334105838,0.05382866691941465,0.13436652329235588,0,0,0,1
0.6505882352941177,0.44680245789713247,0.6597251351540818,0.05205965571932592,0.13150901839442394,0,0,0,1
0.5341176470588236,0.5360582612653619,0.6636034696764137,0.04608799428054407,0.12481289417794297,0,0,0,1
0.4952941176470589,0.549446973145198,0.6962631288118399,0.046647943600450464,0.11596422309984353,0,0,0,1
0.5535294117647059,0.4438120163859809,0.7323928767304052,0.05054479089069543,0.13063382548275781,0,0,0,1
0.611764705882353,0.5437118798361402,0.7262691906425128,0.0479014141282396,0.12484337206833224,0,0,0,1
0.7088235294117647,0.454988620846609,0.7279021735992841,0.049110711839110116,0.1247436008826936,0,0,0,1
0.7476470588235294,0.40806326809285387,0.719941381685024,0.04711132203492869,0.11582776845915577,0,0,0,1
0.5729411764705883,0.41026172052799276,0.9659094395487029,0.04302436221827913,0.1541344845289415,0,0,0,1
1.0,0.45754210286754665,0.6558468006317499,0.046602018636348996,0.12825146372773097,0,0,0,1
0.8641176470588235,0.43912152935821575,0.6397210939336333,0.049048314451645314,0.12518083449941836,0,0,0,1
0.9611764705882354,0.17338188438780155,0.4217178692046631,0.07265042525227698,0.1682620142734362,0,0,0,1
0.7282352941176471,0.18623805188893944,0.45519401981847496,0.08110353984162644,0.18613931832205763,0,0,0,1
1.0,0.33364360491579426,0.5844037962730051,0.05101205743627649,0.1399641174452623,0,0,0,1
1.0,0.4211379153390988,0.5380679048746191,0.057169251328645906,0.13574948366423187,0,0,0,1
1.0,0.19866408739189806,0.44417138486026864,0.0724568962287631,0.18163824526388675,0,0,0,1
1.0,0.18272872098315884,0.3868128585036763,0.06889293042177604,0.16663298584925543,0,0,0,1
1.0,0.2860286754665453,0.46887025208143474,0.06741880531402562,0.16356150556154228,0,0,0,1
1.0,0.2538848429676832,0.5307194815691482,0.05629047058037402,0.1456247251894576,0,0,0,1
1.0,0.34120163859808833,0.5960387998400006,0.06146687289198325,0.15319731306012851,0,0,0,1
1.0,0.19163859808830225,0.5294947443515697,0.08170722003664642,0.19432579277144252,0,0,0,1
1.0,0.30159535730541653,0.6217582814091488,0.05356093117795687,0.1293223864437851,0,0,0,1
1.0,0.5327469276285844,0.775666925084845,0.045583246374818885,0.11346796284444383,0,0,0,1
1.0,0.5821028675466546,0.8168997447433206,0.04160265404507802,0.09797993776202842,0,0,0,1
1.0,0.4441738734638143,0.6987126032469969,0.041539374551971694,0.11495432799054889,0,0,0,1
1.0,0.387580791989076,0.5658286151397314,0.05353498289326146,0.1488505543600206,0,0,0,1
1.0,0.4884774692762859,0.6911600570719296,0.04287221912787931,0.10947608033597626,0,0,0,1
1.0,0.16346836595357306,0.4770351668652913,0.09013328561894866,0.19853475495355327,0,0,0,1
1.0,0.12569185252617204,0.41110347998564956,0.06399697883173913,0.170137581997524,0,0,0,1
1.0,0.18171142467000456,0.4251879579878021,0.08359462334995105,0.20111282144615242,0,0,0,1
1.0,0.2267796995903505,0.5303112358299553,0.06775168382175412,0.17776928028978636,0,0,0,1
0.8835294117647059,0.19605598543468367,0.42600444946618776,0.0885611129155187,0.19883561074634382,0,0,0,1
0.8058823529411765,0.17622212107419205,0.4386600673811655,0.08861125539388409,0.21167270875807856,0,0,0,1
0.8252941176470588,0.12217569412835687,0.48969078478026895,0.1157912622551238,0.2614396456967541,0,0,0,1
0.7864705882352941,0.0859353664087392,0.32925020927748755,0.11003966894378572,0.24066400134910468,0,0,0,1
0.5535294117647059,0.07096950386891215,0.3749737320670843,0.12113833649776813,0.2680082250907993,0,0,0,1
0.5147058823529412,0.13408284023668637,0.2345371977847514,0.10387414885857653,0.22558464029201805,0,0,0,1
0.8641176470588235,0.09720755575785162,0.17840340864573756,0.10140309132973556,0.22111077599386597,0,0,0,1
0.9611764705882354,0.1565111515703232,0.2345371977847514,0.10295662105264931,0.26665705221265634,0,0,0,1
1.0,0.12477696859353664,0.26270615378905654,0.10051381593758688,0.23252036000478035,0,0,0,1
0.6894117647058824,0.12814292216659084,0.21759499960824905,0.12506746807840466,0.27676443285007574,0,0,0,1
0.8252941176470588,0.08855029585798818,0.2892421268365904,0.09483665654490421,0.2355930693983956,0,0,0,1
1.0,0.13083295402822032,0.2386196551766797,0.07810598842946354,0.19697272134343438,0,0,0,1
1.0,0.12309057806099226,0.24188562109022232,0.08006930848404585,0.1878597131918798,0,0,0,1
1.0,0.12162266727355485,0.266380365441792,0.08593006761535149,0.18206298249930794,0,0,0,1
0.9029411764705882,0.15537778789258078,0.3523160935418823,0.09887338429304353,0.23224597493811283,0,0,0,1
1.0,0.13858898497951755,0.2792401062263661,0.08291264113121882,0.18575477778687183,0,0,0,1
1.0,0.1777583067819754,0.2300464946536303,0.07953705556317887,0.19148784348117007,0,0,0,1
0.9417647058823531,0.14818161128812019,0.3249636290159628,0.0905372925484165,0.20509028748115046,0,0,0,1
1.0,0.1081520254893036,0.23780316369829402,0.08026459629821908,0.20424724951622938,0,0,0,1
0.9805882352941178,0.10578288575329996,0.24045676100304741,0.0892797305185491,0.21182579439462135,0,0,0,1
0.9611764705882354,0.12948793809740555,0.23147535474080522,0.09444250630264414,0.204363752655002,0,0,0,1
1.0,0.1392444242148384,0.20779710186762118,0.08162280298462879,0.19252866086480547,0,0,0,1
0.8252941176470588,0.12550751024123807,0.20963420769398888,0.07685380185174648,0.17803185228201313,0,0,0,1
1.0,0.17630405097860719,0.1996321870837646,0.07548533423738324,0.19878925341891476,0,0,0,1
0.5729411764705883,0.10459490213928084,0.26005255648430314,0.0906601800296245,0.22591803284545697,0,0,0,1
0.7476470588235294,0.12360263996358671,0.19473323821345068,0.10100673633380598,0.2272181154933467,0,0,0,1
0.9029411764705882,0.12095357305416478,0.17432095125380928,0.0990548129665331,0.19017184104456772,0,0,0,1
1.0,0.2062972234865726,0.21637026239067056,0.09165391832946261,0.21411569258089627,0,0,0,1
0.8252941176470588,0.12977469276285847,0.20840947047641042,0.07893230703040703,0.1890861808008324,0,0,0,1
0.9805882352941178,0.11924670004551662,0.1324757629865444,0.0840720839165013,0.26891552647233785,0,0,0,1
0.7476470588235294,0.08510923987255349,0.20902183908519967,0.09618715509788901,0.22890800719022478,0,0,0,1
1.0,0.22336595357305417,0.2345371977847514,0.09012218639126364,0.2161422679589675,0,0,0,1
0.3788235294117647,0.09145197997269004,0.21412491082511,0.11339435122545488,0.24412763946871066,0,0,0,1
1.0,0.08832498862084662,0.1733003369058272,0.11307090750193413,0.3014911467263883,0,0,0,1
1.0,0.1527014110150205,0.17615805708017698,0.09082620946188576,0.19602615919974758,0,0,0,1
1.0,0.15133591260810197,0.12635207689865197,0.09194445177522877,0.20460413912395015,0,0,0,1
1.0,0.15631315430131998,0.12492321681147708,0.10666261993499945,0.22902419489004727,0,0,0,1
1.0,0.18244879380974055,0.14431488942313642,0.0853881660943953,0.21229677844780823,0,0,0,1
0.9611764705882354,0.0775034137460173,0.24229386682941512,0.09484296971754279,0.21342410813875667,0,0,0,1
0.8252941176470588,0.10789940828402368,0.20902183908519967,0.11485684734768298,0.26399826352523226,0,0,0,1
1.0,0.07721665908056441,0.22310631708735223,0.08973643261287019,0.2220056565262877,0,0,0,1
0.8447058823529412,0.08517068730086481,0.22045271978259884,0.12202020666929127,0.27452335110358606,0,0,0,1
0.9223529411764707,0.11497951752389622,0.22943412604484104,0.07973078293483093,0.17449316041243418,0,0,0,1
0.9417647058823531,0.13242375967228037,0.19636622117022198,0.062395825234698436,0.16112969990000886,0,0,0,1
0.7088235294117647,0.12261948111060537,0.24984641300448246,0.08381309727386536,0.1921712846980754,0,0,0,1
0.5729411764705883,0.08646108329540282,0.22984237178403388,0.08122752622879882,0.19747205995650519,0,0,0,1
0.7670588235294118,0.06654528903049614,0.21065482204197097,0.072800995846628,0.17079270211663564,0,0,0,1
0.8447058823529412,0.21589667728720985,0.20289815299730724,0.07180120996110538,0.1582102322847986,0,0,0,1
1.0,0.24246927628584436,0.3155739770145278,0.06837584895370026,0.17265422115716056,0,0,0,1
1.0,0.18679107874374146,0.2345371977847514,0.08536113122462745,0.21971752963880703,0,0,0,1
0.8835294117647059,0.15367091488393264,0.2339248291759622,0.083117401574101,0.19176737307674707,0,0,0,1
0.9417647058823531,0.14655666818388713,0.25841957352753187,0.08432993305081439,0.19974178092500877,0,0,0,1
0.7282352941176471,0.16682749203459263,0.26862571700735255,0.07962446557121736,0.18620344993697036,0,0,0,1
0.5535294117647059,0.16923076923076924,0.28556791518385494,0.07823122633952731,0.17877121994747608,0,0,0,1
0.9029411764705882,0.1778470641784251,0.26270615378905654,0.06746820621776065,0.16353882437351158,0,0,0,1
0.6505882352941177,0.1695311788802913,0.2635226452674422,0.0804862062527461,0.1880049040183357,0,0,0,1
0.67,0.1721597633136095,0.2729122972688772,0.08004807315515153,0.19047349783267906,0,0,0,1
0.7476470588235294,0.18535047792444242,0.2988359017076218,0.08546118858686559,0.19927911894799083,0,0,0,1
0.7476470588235294,0.18586253982703688,0.28760914387981906,0.07547457527206573,0.19031124401504837,0,0,0,1
0.8252941176470588,0.31423304506144745,0.5366390447874442,0.05500662023275951,0.12998482020144003,0,0,0,1
1.0,0.3016841147018662,0.4225343606830487,0.06407143586417277,0.1500526445420066,0,0,0,1
1.0,0.213882567137005,0.3612974998041245,0.06856313727729003,0.17313184490618533,0,0,0,1
0.7864705882352941,0.3253277196176605,0.4684620063422419,0.057542165602616255,0.14247887730733086,0,0,0,1
0.9223529411764707,0.2556395084205735,0.4482538422521969,0.0675138570881506,0.1648221438700604,0,0,0,1
0.9223529411764707,0.29976558944014564,0.5045917542608072,0.05110609230218295,0.12245984533016062,0,0,0,1
0.8835294117647059,0.26758761948111065,0.4833629758227801,0.05929666094874347,0.14842797299263483,0,0,0,1
0.9611764705882354,0.1796290395994538,0.34660065319318273,0.06835013205210462,0.1642474717430101,0,0,0,1
0.7670588235294118,0.2608420573509331,0.3255759976247521,0.08257871467032582,0.1908903687719574,0,0,0,1
0.8835294117647059,0.2386390532544379,0.3943654046787436,0.06727964869798343,0.16880637006797883,0,0,0,1
1.0,0.24974738279472009,0.5170432493061884,0.04989268954502097,0.13281647713830935,0,0,0,1
0.8641176470588235,0.2937778789258079,0.4525404225137216,0.05573668378513595,0.14482447639045926,0,0,0,1
0.5341176470588236,0.17589440145653162,0.2661762425721956,0.08277011136980751,0.18338019700423683,0,0,0,1
0.67,0.13314747382794717,0.23657842648071553,0.0872694257640821,0.186447631391124,0,0,0,1
0.9417647058823531,0.15793809740555304,0.228413511696859,0.0753261186060243,0.20470850684116595,0,0,0,1
0.8447058823529412,0.15468138370505236,0.25433711613560356,0.09583688742074019,0.25932012208883914,0,0,0,1
0.8641176470588235,0.14086936731907146,0.263930891006635,0.08630783791068457,0.19292583568544558,0,0,0,1
0.8641176470588235,0.16559171597633138,0.21494140230349565,0.08959206881290963,0.20421210175371565,0,0,0,1
0.8835294117647059,0.162614929449249,0.25964431074511035,0.07738550220947855,0.21822237821284518,0,0,0,1
1.0,0.10198680018206645,0.2590319421363211,0.06894257842562719,0.15754221279930983,0,0,0,1
1.0,0.15736458807464726,0.2704628228337203,0.0721413748340023,0.19957832949137416,0,0,0,1
0.9417647058823531,0.1843536640873919,0.26005255648430314,0.09330630975206944,0.23397882829051003,0,0,0,1
0.8447058823529412,0.1390873918980428,0.20738885612842833,0.08176501988875585,0.1772615202653407,0,0,0,1
0.8252941176470588,0.09322030040964953,0.23821140943748687,0.09279323612545536,0.20558088482528514,0,0,0,1
0.9029411764705882,0.15509103322712792,0.2065723646500427,0.09678091307191775,0.23458918567065573,0,0,0,1
0.7670588235294118,0.16714155666818387,0.2137166650859172,0.07876429026441412,0.23435876261720057,0,0,0,1
0.9611764705882354,0.09382111970869368,0.18820130638636542,0.09139341806256637,0.21284284209849347,0,0,0,1
0.8447058823529412,0.11788802913063266,0.24862167578690397,0.10559538626914562,0.2526581024760362,0,0,0,1
0.9805882352941178,0.14580564406008195,0.222493948478563,0.09725545396306846,0.20637545756463865,0,0,0,1
1.0,0.09566454255803368,0.14390664368394357,0.0753397299441466,0.18210040133723218,0,0,0,1
1.0,0.2551411015020483,0.14390664368394357,0.10076783416900564,0.19941224253148807,0,0,0,1
1.0,0.15860719162494308,0.16064471899084953,0.06974334605903104,0.17260499702558002,0,0,0,1
0.9417647058823531,0.14203686845698682,0.18840542925596185,0.07465193201465467,0.18321314403000394,0,0,0,1
0.8835294117647059,0.135011379153391,0.1808528830808945,0.10473333740742574,0.24581348699402317,0,0,0,1
0.8252941176470588,0.13019799726900322,0.1835064803856479,0.11134893649892179,0.2335921956133008,0,0,0,1
0.8058823529411765,0.09903049613108786,0.16778901942672403,0.09359656519158906,0.2418669416196674,0,0,0,1
0.7476470588235294,0.1299112426035503,0.17289209116663437,0.07565541149831619,0.17235428162724334,0,0,0,1
0.7864705882352941,0.11625625853436504,0.18758893777757618,0.0920796895646328,0.18981886993574712,0,0,0,1
1.0,0.21754893035958123,0.3027142362299537,0.06521142968282194,0.15904824315236787,0,0,0,1
0.7476470588235294,0.18866181156121986,0.22759702021847333,0.07768835002218753,0.18491867202333898,0,0,0,1
0.9611764705882354,0.14929449248975873,0.2429062354382044,0.07346719949501805,0.17468132204445092,0,0,0,1
0.8252941176470588,0.1737300864815658,0.22718877447928051,0.07017494130188619,0.1719114026777124,0,0,0,1
0.8447058823529412,0.13375512061902595,0.1892219207343475,0.08184543983025419,0.1956103461646841,0,0,0,1
1.0,0.1721597633136095,0.3059802021434963,0.05911340303338958,0.14205034075372844,0,0,0,1
1.0,0.20605826126536186,0.27311642013847365,0.06685448762002495,0.16910985684404445,0,0,0,1
1.0,0.21560992262175693,0.2880173896190119,0.06466464645469347,0.15494737741468878,0,0,0,1
1.0,0.2703049613108785,0.31496160840573856,0.05595051260828096,0.13087494318523615,0,0,0,1
1.0,0.19571461083295405,0.2988359017076218,0.06095315242383493,0.1455368307081393,0,0,0,1
0.6311764705882353,0.24043468365953574,0.4386600673811655,0.07433929659215832,0.28298907214853664,0,0,0,1
0.9417647058823531,0.3331383705052344,0.33496564962618713,0.05834969929484802,0.15294397178349037,0,0,0,1
